NAP15;NAP40;NAP100;NAP600;LIB_NAP600;LIB_NAP100;LIB_NAP40;LIB_NAP15
U08;T26;60;60.03;Intermédiaires du commerce en bois et matériaux de construction;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.04;Intermédiaires du commerce en machines, matériel et véhicules;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.05;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.06;Intermédiaires du commerce en textiles habillement, chaussures et articles en cuir;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.07;Intermédiaires du commerce spécialisés en produits alimentaires;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.08;Centrales d'achats en produits alimentaires;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.09;Intermédiaires du commerce spécialisés en produits non désignés ailleurs;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.10;Intermédiaires du commerce en produits divers (sans prédominance);Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T26;60;60.11;Centrales d'achats en produits non alimentaires;Intermédiaires du commerce;Commerce de gros non alimentaire;Commerce
U08;T27;61;61.01;Exploitation de super marchés;Commerce de détail d'alimentation générale de grande surface;Commerce de détail alimentaire;Commerce
U08;T27;61;61.02;Exploitation de magasins populaires;Commerce de détail d'alimentation générale de grande surface;Commerce de détail alimentaire;Commerce
U08;T27;61;61.03;Exploitation d'hypermarchés;Commerce de détail d'alimentation générale de grande surface;Commerce de détail alimentaire;Commerce
U08;T27;62;62.11;Commerce de détail indépendant d'alimentation générale;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.12;Exploitation de supérettes indépendantes;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.21;Exploitation de magasins d'alimentation générale dépendant d'une entreprise à magasins multiples;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.22;Exploitation de supérettes dépendant d'une entreprise à magasins multiples;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.30;Coopératives alimentaires d'entreprise ou d'administration;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.41;Commerce de détail de fruits et légumes;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.42;Commerce de détail de produits laitiers;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.43;Commerce de détail des viandes;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.44;Commerce de détail de poissons et coquillages;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.45;Commerce de détail de vins et boissons;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T27;62;62.46;Commerce de détail de confiserie et commerces de détail alimentaires divers;Commerce de détail alimentaire de proximité ou spécialisé;Commerce de détail alimentaire;Commerce
U08;T28;63;63.01;Grands magasins;Commerce de détail non alimentaire non spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;63;63.02;Autres grandes surfaces non spécialisées non alimentaires;Commerce de détail non alimentaire non spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;63;63.03;Grandes surfaces semi spécialisées non alimentaires;Commerce de détail non alimentaire non spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;63;63.04;Entreprises de vente par correspondance à assortiment général;Commerce de détail non alimentaire non spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;63;63.05;Autres commerces non alimentaires non spécialisés;Commerce de détail non alimentaire non spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.11;Commerce de détail de l'habillement;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.12;Commerce de détail de la chaussure voyage;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.13;Commerce de détail de la maroquinerie et des articles de voyage;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.14;Commerce de détail des textiles pour la maison;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.21;Commerce de détail du meuble;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.22;Commerce de détail de quincaillerie et d'appareils ménagers;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.23;Commerce de détail de la droguerie, couleurs vernis;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.24;Commerce de détail de matériel électrique, radioélectrique et électroménager;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.25;Autres commerces de détail de l'équipement du foyer;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.30;Pharmacies;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.40;Commerce de détail d'articles médicaux et de produits de beauté;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.41;Commerce de détail et réparation de motocycles, cycles et véhicules divers;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.42;Commerce de détail des charbons et combustibles;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
U08;T28;64;64.43;Commerce de détail de livres, papeterie et fournitures de bureau;Commerce de détail non alimentaire spécialisé;Commerce de détail non alimentaire;Commerce
